Note,Title,Content,Vote,Answer,View
73484188,How to calculate the positions of new points after rotating the image around arbitrary axis,"Having a dataset of aligned objects, I would like to augment it by applying random rotations with the axis at the center of the object. Below is the rotation representation (left original, right image ...",0,0,17
73484166,Why do I get different power law models between R and Python?,"I've noticed that when I make a power law model in R, it almost always under-predicts compared to one made in Python. Here is an R example: #make data x <- seq(1,10,1) y <- c(1,2.1,3.5, 4.5, 4.8,...",1,0,27
73484147,Retrieve image from the database and set it as a background picture in html,This is my code so far Here I am getting the image from the database Python: @app.route('/') def all_stalls():  # put application's code here     stalls = Stall.query.all()     for stall in stalls:    ...,0,0,18
73484121,append or concat a row to a pandas df without collapsing multiindex,I'm trying to add a sum total to an already existing pandas dataframe. The problem is that when I do this my multiindices become just normal indices. How can I prevent that? df = pd.DataFrame({'date':[...,0,1,18
73484088,OpenCV video writer only saves the first frame,I am using yoloV7 to find the position of some objects and draw bounding boxes. I want to generate 2 outputs so I created 2 video writers: topOutput and bottomOutput. They both follow the same logical ...,0,0,15
73484070,Cannot open .msg file previously saved by python,"tldr: I cannot open msg files that was previously saved by python. When I save .msg file using outlook and msgtopdf python library, I get no error, everything works. First I save the .msg file from ...",-1,0,23
73484068,How to scrape all URLs using Scrapy?,"I tried to get the URL of the search result articles in these ways: selector = response.xpath(""//*[contains(@class, 'bw-news-list')]/a/@href"").extract() selector = response.xpath(""//*[...",1,1,21
73484059,"Why don't wildcard topics (#, +) work in Python paho MQTT Subscribe?",I use paho.mqtt. And I send messange to topic test/data/user1 My Subscribe Client: from paho.mqtt import client as mqtt_client  host = 'myhost.com' port = 1883 topic = 'test/data/#' auth = {     '...,0,0,18
73484052,How to convert tif to nc with gdal.Translate in python?,"I am trying to use a simple code to convert some .tif files into NetCDF (.nc) files. I am noticing my output is flipped (south is up). How am I able to fix that, preferably still using gdal? My ...",0,0,7
73484028,Docker can reach network,"I have need to reach an api that is on an other computer of my network  I do this in a container using nodeJS it works, i can access the api,  I do this in a contaienr using python i can't access the ...",0,0,12
73483060,How to abort a while loop using a key on the keyboard [closed],"I want to write a python program for ev3 to automatically avoid obstacles, I use while True to make it detect in an infinite loop, but now I want to write a while loop that stops the whole while loop ...",-3,0,32
73483051,List of two dimensional lists [closed],I want to have multiple 2d-list stored in a list. I have successfully done that but now I am unable to go to each element of each 2d-list. Plz help me here,-3,0,28
73483049,Can someone explain me about Docker image creation in python environment?,I am totally new in Docker image and container world. i want to create an python application and deploy using Docker. I have python script(my_script.py) which is communicating via Socket over TCP/Ip ...,-2,1,31
73483013,Pytorch -Problem with loading image data using Pytorch dataset and transform [closed],Problem with loading image data using Pytorch dataset and transform import torchvision import torchvision.transforms as transforms from torchvision.datasets import CIFAR10 def create_loader(n_valid):  ...,-4,0,24
73483010,Not able to bind Flask's Server-Sent Event's data in Angular,"I am using Flask for backend and Angular for frontend. I am implementing Server-Sent Events (SSE) for some task. Unfortunately, I am not able to receive any data from the SSE. Banckend: @app.route('/...",1,0,14
73482996,Using the array method from the numpy package in Python,"I want to use the array method from the numpy package, but I get an attribute error and it says that there is no method called array. what is the problem? import numpy as np  x = [2, 3, 4, 6, 7, 9] y =...",0,1,25
73482990,How to ssh in a remote server when already in a remote server using Paramiko,I have to ssh to a remote machine from inside a remote machine. I have  set up a connection to ssh client using paramiko using import paramiko hostname = '13.126.208.32'  myuser   = 'ubuntu' mySSHK   =...,0,0,15
73482986,Add values of the line to the values of image PIL python,"I imported from PIL packages Image, ImageOps, ImageDraw. Then I have current image ""base"" and wrote these lines of code: addLine = ImageDraw.Draw(base) addLine.line((x1,y1,x2,y2), fill=(0,...",0,0,9
73482978,__init__() takes 2 positional arguments but 4 were given,"I know this is entirely wrong to begin with. Im just curious about the error. Here is a sample class and execution: class PartyAnimal:          def __init__(self, string):         print(string)        ...",-2,0,54
73482951,Applymap capwords to multiple columns only if values are UPPERCASE,"I have a dataframe with multiple blank values and different data types per column. For example I have the following dataframe I want to select the columns ""Name"", ""Country"" and &...",0,1,13
73482945,Why there is nothing show in this tkinter windows?,"Here is my code: import tkinter as tk def abc():     print('get') class Application(tk.Tk):      def __init__(self):         super(self.__class__, self).__init__()         self.geometry('300x350')   ...",0,1,17
73482885,Reading data from binary file and then converting and write to another (Python),There is data from prerelease game file which contains Sounds Sizes with each Sound Size stored as Int16: 78 00 86 00 68 00 94 00 DC 00 AC 00 42 02 5A 00 90 00 AA 00 82 00 3E 02 7E 01 24 01 B0 01 58 ...,0,0,28
73482883,How can I change the class name when I convert using pyside2-uic command?,"I'm trying to create GUI program by pyside2. I use the command below to convert the .ui file to .py file. ""pyside2-uic mainwindow.ui -o ui_mainwindow.py"" -- conversion command After ...",0,0,19
73482861,How to assign dictionary values which are a list into a list [closed],enter image description hereenter image description here I want to iterate over a dictionary get the values and assign them into a list to be used independently. Help please,-2,0,14
73482839,Query Objects list on Django API RESTframework But results only one object,"Hello API RESTframework Expertise I have tables as below  user employee_profile (emprofile) employee_list (emplist) Organization (org)  I have user-fk with employee-profile (emprofile) table, ...",0,1,22
73482828,How to print Python unit tests coverage report in Windows Command Prompt?,I would like to print coverage report for my unit tests written with Python Standard Library's unittest in the same fashion as I am able to print coverage report for unit test files written with ...,0,1,14
73482819,Strange datetime format in python at [closed],When I query an API I get this strange output for datetime. How can I convert this format: <DateTime '20200229T22:54:21' at 0x7f98895ef310>  To a format like this: 2021-03-27 17:57:43 UTC,-1,0,23
73482806,"min/max value of a column based on values of another column, grouped by and transformed in pandas","I'd like to know if I can do all this in one line, rather than multiple lines. my dataframe:     import pandas as pd df = pd.DataFrame({'ID' : [1,1,1,1,1,1,2,2,2,2,2,2]     ,'A': [1, 2, 3, 10, np.nan, ...",0,1,28
73482795,How can I download Images in Firebase Storage Using Python?,This Code downloads a single image in the folder how can I download all the images in the folder using python code. Please help. from http import client import firebase import firebase_admin from ...,0,0,18
73482792,"OpenCV on MacOS, createTrackbar/getTrackbarPos causing segmentation fault","I'm new to Opencv and tried to run a trackbar on mac and it's giving me a segmentation fault. The code is: import numpy as np import cv2 as cv  def nothing(x):     pass  img = np.zeros((300,512,3), np....",0,0,15
73482783,Extract Square boxes from image,"I wanted to detect all boxes present in image and crop them out, I have below image  I wanted to detect image like below  i have tried below code using pytesseract from pytesseract import pytesseract ...",-1,0,22
73482779,How to search in an excel file for aspecific date and get the recorded value of that date by pandas [closed],This is an image of an excel file showing a number of devices under the column B. Each device has a value for each day of the year. How to get the value of all devices for one specific date In this ...,-2,0,33
73482766,broken loop for my rock paper scissors game,"I am very new to Python and coding in general. I tried to create my own Rock, Paper, Scissors game. The game itself is working fine. the problem ensues when I tried to create a loop system to repeat ...",0,3,33
73482762,how to declare 2 dimensional array with known number of cols and unknown number of rows,as shown in the code posted below i am trying to declare nx14 dimensional array. i do not know how many rows i would have but i know that for each row there will be 14 values to be entered. please let ...,-1,1,23
73482755,Iterating over 2 lists to find identical elements in the same index,"Given two lists with the same length: ## TEST 1 lst1 = [""g"", ""r"", ""y"", ""r""] lst2 = [""y"", ""g"", ""o"", ""r""] ## TEST 2 lst1 = ...",0,3,51
73482742,How to get MongoDB Collection list on Streamlit selection box,"I tried to connect the MongoDB server using streamlit selection box feature, but I cant get the collection list on my dropdown selection box. Here's my code %%writefile app.py import streamlit as st ...",0,1,14
73482740,How do i add data frames on top of each other?,I have a data set containing the pricing data of five brands. I used the following code to generate the number of products across each price segment by defining custom bins and labels. ''' def ...,0,1,17
73482730,How to join the last 2 integers in python? [duplicate],"I have a list:  [1, 43, 2, 3]  And I want to join the last 2 integers into 1 integer to get:  [1, 43, 23]  How can I do this?",0,1,34
73482704,Type alias arguments in cppyy,I'm trying to use some C++ libraries in Python code. One issue I've had is I can't seem to call functions that take an aliased type as an argument. Here is a minimal example I've reproduced: import ...,1,0,18
73482675,"Docker - Multi-stage build with two windows image, python & a windows executable",I have 2 docker images  python wrapper around a windows executable (written by colleague)  I want to dockerize some python scripts (luigi tasks) starting the executable (with Popen) This container is ...,0,0,16
73482654,Extract data from 2.8 GB XML file and save it to CSV/Pandas Dataframe,"File Link: https://bulkdata.uspto.gov/data/trademark/dailyxml/assignments/asb19550103-20211231-01.zip I needed to search for some data inside this file, but I can't read this file directly into the ...",0,0,15
73482637,Shortest distance between two degree marks on a circle in python,I'm attempting to calculate the distance between two-degree markings on a circle. Here's the scenario. I have angle 255 and need to move to 40 by continually increasing or reducing 255 by 0.5. I need ...,0,3,39
73482636,Climbing stairs,"You are climbing a staircase. It takes N steps to reach the top. Each time you can either climb 1 or M steps. What is the minimum number of climbs you need to do to reach the top, i.e., Nth stair?",0,2,26
73482623,Making several dictionaries on Python [closed],I have created a empty list with list in dictionaries but when I looped the list it only prints out one listed item. Can someone help me and tell me what is wrong with my codes #Code I have written  ...,-1,0,23
73482600,Pandas Print Empty Data Frame with headers,"This is probably pretty basic question, but I am stuck here. I would like to print a empty pandas dataframe on console with headers. I will try to explain it here. I create a dataframe with a ...",0,2,31
73482595,replace linebreaks in character string from console output in Rshiny app,I am trying to produce an ascii tree in a shiny app using reticulate and the asciitree package from python https://pythonhosted.org/asciitree/#asciitree.drawing.Style But... I can't seem to get the ...,0,0,24
73482588,Light up Akari in Python,"I am trying to make light up akari in python, but I'm having trouble actually making the board light up. The board is a matrix, an example board would look like this: board = [ [..L1.0.], [X...L..], [...",0,0,15
73482528,Operate custom function on columns on two different dataframe [duplicate],Given the following two DataFrames : df1   unicorn  size 0    blue     3 1     red     4 2    piNk     6  df2   unicorn  size 0    blue     1 1     red     2  How can I apply the rows of both ...,0,0,11
73482502,"""Can only compare identically-labeled DataFrame objects"" error even though DataFrame objects are not compared","These are the dataframes in the array (The name of this array is clusters): [         Height      Weight STU3  72.508120  216.218230 STU2  70.183550  201.071918 STU4  71.252986  204.655494,            ...",0,2,24
73482492,Find the Min & the Max of User Input - Python [duplicate],"So far, the program finds the average and prints it out. However, I'm not sure how to include the max & the min. Need to find the max & the min of the values and minus them before calculating ...",-3,2,38
73482477,is there any way to get the minor ticks data in matplotlib python,"from matplotlib import pyplot as plt from matplotlib.ticker import MultipleLocator import numpy as np import random from numpy import random weeks=np.arange(1,11) cm = random.randint(10, size=(10)) ...",0,0,14
73482469,Pandas how to melt only first level column in multi index columns,"I have a pandas dataframe with multi index columns (single index column and multi index column are mixed): dic = {     (""nation"", """") : [""USA"", ""Korea"", ""...",0,1,18
73482467,Virtual Environment for FastAPI,"A quick question, do we need to create virtual environment for installing and using FastAPI. We use venv for Django right? So why not in FastAPI?",0,4,34
73482442,Django Inline admin,"I have a model called ""Files"" registered with the admin it has two fields ""file"" and ""filename"" and in the same page we are showing another model fields in ""...",-1,0,28
73482434,Code runs in Jupyter Notebook but not in Powershell,"So I try to integrate a code written in Jupyter Notebook into my python project and when I run it on Windows Powershell, it shows an error message that said AttributeError: module 'osmnx' has no ...",0,0,15
73482420,How to rename column names according to value of columns,"I need to arrange a Pandas DataFrame with values that aren't in the right columns. I would like to rearrange the values in the cells according to a prefix that I have, and push the 'unknown' columns ...",0,2,29
73482409,Does using site packages installed for 32-bit Python introduce memory limitations if they are also used with 64-bit Python?,"Aside from the obvious solution of ""just install the respective package(s) with your 64-bit Python version"", and aside from justifying valid use cases, I am after some technical insight into ...",0,1,14
73482402,Creating Quarters column with months columns,"So using python in Jupyter notebook, I have this data df with a column named as ""Month""(more than 100,000 rows) having individual numbers upto 12. I want to create another column in that ...",0,1,19
73482397,how to api are registered and called through APIM,GOT RESPONSE Creating sql conection. Getting data for = %s ZA-MCSA-Training-Centre <iterator object azure.core.paging.ItemPaged at 0x7fd4f1bad160> GOT RESPONSE Creating sql conection. Traceback (...,-2,0,5
73482395,Cannot grab text between span tags,"I am having a heck of a time grabbing text from the span tag (568,789,073,292). The text is constantly changing. See HTML below. I thought this should work but its not xpath=(//div[@id='RxValidPackets'...",0,2,27
73485297,how to fix External ID not found in the system on user create button?,"I'm pretty new in Odoo, for the moment I dind't modified any code but this error is persistent when I try to create a new product. Traceback (most recent call last):   File ""/opt/odoo/odoo/odoo/...",0,0,4
73485274,How to copy bytes into clipboard with Python and PyClip,"I am trying to use PyClip to copy and paste into and form clipboard. This works correctly: import pyclip pyclip.copy(""ab"") print(list(pyclip.paste()))  returns [97, 98]  This also works ...",0,0,7
73485271,How to pass userdata script on lambda python while launching ec2 instance?,"I am trying to launch instance using aws lambda using python, but I cannot pass my base64 encoded userdata script. The script looks like this: import os import boto3  AMI = ""ami-052efd3df9dad4825&...",0,0,4
73485251,Python return if statement,Unclear on how to frame the following function correctly: Creating a function that will take in a string and return the string in camel case without spaces (or pascal case if the first letter was ...,0,0,26
73485236,PHP escapeshellcmd is escaping Turkish language characters,I run python script from my php file with shell_exec function. I have to pass some parameters to script and I using escapeshellcmd for preparing command. However when I pass args which contain Turkish ...,0,0,11
73485232,split tensor into chunks and perform numpy operations: threads or processes?,"I have a python code and I want to make it run faster. The code, at multiple locations, performs work using two 3 dimensional numpy arrays, using the np.einsum() function. The inputs to the np.einsum()...",0,0,6
73485224,how to edit the txt's line by the user input in python,"I'm creating a password manager, and I want from the user to edit lines of the passwords txt in a part of the program, so if the user wanted to edit the 1st line, then he should enter number 1, and ...",-1,0,12
73485191,"TypeError: module() argument 'name' must be str, not dict with Flask","Flask __init__.py file: from flask import Flask  webhook_app = Flask(__name__, instance_relative_config=False)  from app import routes  ec2 ubuntu code when I curl the localhost after enabling in with ...",0,0,12
73485185,Apply zero-shot transformer model to each row and create new column(s) in pandas for the appropriate label (custom function and .apply),"Right now I have this Huggingface transformer pipeline that does zero-shot classification. I want to apply it to a open-answer column from a survey dataset, where I run the model rowwise and create a ...",0,0,6
73485178,Get 'None' from website by using beautifulSoup,I am new joiner and doing self study for crawling. I tried to get the information from Disneyland https://www.hongkongdisneyland.com/book/general-tickets/1day-tickets-j I tried to crawl the price from ...,0,0,16
73485158,How do I randomly pick between 2 numbers in python with exceptions?,"My problem is very simple. I'm trying to pick between 2 random numbers in python but not from consecutive numbers, for example: 1 and 3, 2 not included. Does anyone know a solution for this?",-1,3,22
73485139,Python requests raises timeout error on a website that works on a browser,"I'm working on a python script that periodically checks many sites, and sends warnings when a site doesn't work for too long. We recieved warnings for some sites, but when we checked it with classical ...",0,0,7
73485131,Output text file has \n all over the place. Cannot convert it to actual new line [duplicate],"I have a simple Python problem which I solved once, but lost it and cannot recreate the solution again. popen = subprocess.Popen(qpadmargs, stdout=subprocess.PIPE) output = str(popen.stdout.read()) ...",-3,0,19
73485126,Why Multiple Linear Regression performs much better than Neural Network?,I am working on a problem with eight inputs and one output with the following sample training data. https://i.stack.imgur.com/F3iyB.png I used two methods to try to solve this using neural network (NN)...,0,1,19
73485122,Read all of Hubspot contacts with API,"I'm trying to create a DF with all of my Hubspot contacts, however the max read size for the API is 100 contacts at a time. I am currently using this API call to pull data from Hubspot: import hubspot ...",0,0,7
73485120,Print arabic characters using logstash exec plugin,"I created a python script which gathers tweets using “Tweepy”. Then, I returned each tweet in a certain dict format. My tweets may contain arabic and latin characters. This is my python script: import ...",0,0,3
73485095,"Plotly, mixed px.timeline chart with go.Figure to generate one visual and html file","I hope to create a visual (subplots) with a px.timeline chart and go.Table, basically put the two figures on the same page and generate a html file. Here is the sample data & unfinished code: from ...",0,0,6
73485087,How can I use the info from the parent class in a child object?,"class Animal: def eat(self): print(""eats well"") def sleep(self): print(""sleeps well"") class Dog(Animal): def init(self,breed,color): self.breed= breed self.color= color Canela=Dog(&...",-6,1,20
73485086,Dynamically change the database name in python settings,"I have project in python, there i want to connect the database dynamically based on the request. In settings.py database connection details are mentioned. But i want to change the database name ...",-1,0,7
73485081,Save images coming from inside loop with subplots to PDF python,I've df like this. What I'm doing is I'm trying to loop through the df column(s) with paths & printing the image as sub plots as follows.       identity       VGG-Face_cosine    img                ...,-1,0,9
73485023,Pyjoystick inside docker container,I am trying to to handle commands from my xbox one controller inside a docker container. I am running the container in privileged mode and using xow as driver. It detects the controller and pairs ...,0,0,8
73485005,tensorflow evaluate accuracy is zero but fit accuracy > 0.6,"im somehow getting an accuracy of 0.6089 when i fit the model, but 0 , when i evaluate the model. this script print(""-------------------------------------"") print(X) print(X.ndim) print(X....",0,0,13
73484998,Using dictionary instead of the if and else statement python without a function,"I would like to convert this if and else code to a dictionary. SomeVar = SomeVar1[""This returns an integer 1-any-number dynamically""] # Here is the if/else variant If SomeVar == 1:     ...",-1,1,22
73484997,Calculating number of business days between two dates in pandas,"I have a following problem. I would like to calculate number of business days between two dates. Example: import numpy as np  pokus = {""start_date"" : ""2022-01-01 10:00:00"" , ""...",0,2,22
73484988,tqdm notebook bar outputs text in Jupyter lab,"I am having a problem whem using tqdm.notebook progress bar in Jupyter (version 3.4.4). When I launch a for loop, instead of the progress bar, I get the following text as output: Input: from tqdm....",0,0,14
73484984,Django: get all objects with a defined set of related objects,Let's say we have a many2many relationship as follows: from django.db import models  class Author(models.Model):     name = models.CharField(max_length=100)  class Book(models.Model):     title = ...,1,1,11
73484977,"Creating a new column in pandas based on year and month on yearly average, quarterly average, half yearly average based on a value column","I have a dataframe enter image description here Need to create the 2 new column  Level and Contri, Iam only taking example of 2016 but the same process would be repeated for other years as well, where ...",-1,0,12
73484972,Celery Flower - tasks not shown when I define tasks by custom task classes,"now I'm using celery and flower for async jobs. when I define tasks.py like this: import os import time  from celery import Celery, Task celery = Celery(__name__) celery.conf.broker_url = os.environ....",0,1,6
73484967,Getting an InvalidArgumentError: Graph execution error on fitting model,"Having a challenge with fitting model on colab - not really familiar with the error message and most availed solutions is to change the dimension of the input layer, but i'm at loss here and would ...",0,0,12
73484930,Get List Of Class's Attributes Including Attributes Of Sub Objects - Python,I want to get a list of all the attributes of the class including the attributes used in sub_objects of this class. Example: @dataclass class Phones:     mobile: Optional[str] = None     work_phone: ...,0,1,16
73484918,How to install common & app specific deps using docker compose file?,I have a couple of different apps that I am running via docker-compose.yml file as 2 different services as follows: Dockerfile of app 1 FROM python:3.7  WORKDIR /heat_slp_tool  # install packages ...,0,0,10
73484901,Python play audiofile wiht synchronous visualisation. Exact timing in matplotlib.animation.FuncAnimation,"I would like to plot an audiofile and move a cursor according to the playing of the audiofile. With the possibility to pause, or to move the cursor to another position and start playing of the ...",0,0,7
73484883,Time series interpolation with non linear time,I have the follow pandas table and I would like to do the interpolation. But the data point is not linearly separated so there are problem when I directly use interpolate() function in pandas. Are ...,0,0,12
73484852,OPC UA python access client.get_node with variable,"I have to write python client to access with a variables to a node in opc ua from a client. I mean something like: reg_conf=150 #it's an example, but I read this value from user input client.get_node(&...",0,0,3
73484831,I am unable to get round toggle in my django template,"I have a table which contains for loop and if tag using jinja this table shows some data but in last column I want round toggle button but I only get a checkbox, I am unable to find the error please ...",0,0,9
73484822,Work at Google Colab But not Anaconda Spyder: ValueError: The truth value of a Series is ambiguous,I have a complex def function on local Spyder and meeting problem. I have tried it in Colab and it worked. My code error message shows: File ~/Downloads/New-S-1/companyData/8:25.py:45 in ...,0,0,10
73484808,"searching built in of ""try -except"" [closed]","'''hello, I'm a beginner in coding.I'm interested in rewriting the built in function such as ""sort(), max()"". I was learning python today and come across this ""try-except "" ...",-2,0,28
73484799,Python Pandas CSV - IndexError with axis and size,"I keep getting this error when trying to add an empty column in an imported CSV. ""IndexError: index 27 is out of bounds for axis 0 with size 25"" The original CSV spans A-Z (0-25 columns) ...",0,2,18
73484787,Write a code in python to calculate the final price including payment gateway charges which will be taken by gateway provider from the merchant,A business wants to collect charges from user which is taken by payment gateway provider from the business. Now business wants a working python code which calculates the final price which has to take ...,-2,0,11
73484778,Tensor keras model to CoreML,"I want to use my TensorFlow model in an iOS app. I was able to convert the tensor model to a CoreML file but the output comes out as a MultiArray. How can I, or where can I label the array with class ...",0,0,16
73484776,Looking for a model on how to match a keyword / part(s) of word into a full name,"Our data set is a lot of ship movements. A captain usually enters destination in form of a short code like: ""CHN"", ""Singapore"", ""XIAO HU"" etc. These keywords are pretty ...",1,0,12
73484764,setting environment variable when running poetry,"I could not get an answer to this. I get the below error when running the python code after installing the dependencies with poetry: poetry run python main.py Please set ...",-1,0,20
73484763,How to get correct utf8 encoding when using pandas.to_csv,"So I have a JSON file which is encoded in UTF-8 and includes text with special characters like ä, ö, ü, ß, etc. In the JSON these characters are displayed correctly. I want to export a csv file with ...",0,0,17
73484754,How add checks/validations in python for user input?,Please help regarding the below-given questions I want to solve. I am trying to create a simple book store program and now I want to add below mentioned checks/validations.  Need to ensure that all ...,0,1,21
73484731,What are the cases where we need python generators? [closed],"I know that python generators are mostly used to save memory, and I have a example for that: def read_file(file_name):     text_file = open(file_name, 'r')     line_list = text_file.readlines()     ...",-2,0,17
73484726,Can I conduct simultaneous calculator for estimated value in Python(or R) based on dataset?,"I have dateset like below bundle_id goods_id goods_quantity bundle_price 111111 aaa 1 60 111111 bbb 2 60 111111 ccc 1 60 222222 ddd 4 110 222222 eee 3 110 222222 fff 1 110 333333 aaa 5 250 ...",0,0,11
73484719,How to convert list to list of list for adjacent numbers,"i have list [31, 32,33, 1,2,3,4, 11,12,13,14] I need to put into adjacent numbers into one list for i, i+1  Expected out [[1,2,3,4], [11,12,13,14], [31, 32,33]] l = [31, 32,33, 1,2,3,4, 11,12,13,14] l....",3,3,28
73484715,Scrape table data from website using Python,"I am trying to scrape below table data from a website using BeautifulSoup4 and Python link is :   1: https://i.stack.imgur.com/PfPOQ.png So far my code is url = ""https://www.boerse-frankfurt.de/...",2,2,20
73484673,subrocess.Popen user -dir not supported [duplicate],"I am using a program (Owasp Zap in this case) in daemon mode on ubuntu. Using python I have to change the -dir of the configuration files. By doing so: proc = subprocess.Popen([""./zap.sh"",&...",0,0,5
73484664,"What does ""*^30"" means in following line of code, I copied it from somewhere, but don't know what it does","I'm trying a question where I encountered a line f""{self.name:*^30}\n"", what does *^30 means in it, code is, it is part of class def __init__(self, name):    self.name = name    self.ledger =...",-2,0,16
